datetime,Demanda real
2015-08-22 00:00:00+00:00,629510.0
2015-08-23 00:00:00+00:00,573738.0
2015-08-24 00:00:00+00:00,667170.0
2015-08-25 00:00:00+00:00,683997.0
2015-08-26 00:00:00+00:00,699340.0
2015-08-27 00:00:00+00:00,718512.0
2015-08-28 00:00:00+00:00,721747.0
2015-08-29 00:00:00+00:00,654110.0
2015-08-30 00:00:00+00:00,611900.0
2015-08-31 00:00:00+00:00,737179.0
2015-09-01 00:00:00+00:00,731608.0
2015-09-02 00:00:00+00:00,722610.0
2015-09-03 00:00:00+00:00,701958.0
2015-09-04 00:00:00+00:00,680989.0
2015-09-05 00:00:00+00:00,598675.0
2015-09-06 00:00:00+00:00,548713.0
2015-09-07 00:00:00+00:00,655225.0
2015-09-08 00:00:00+00:00,659046.0
2015-09-09 00:00:00+00:00,677675.0
2015-09-10 00:00:00+00:00,684583.0
2015-09-11 00:00:00+00:00,657177.0
2015-09-12 00:00:00+00:00,607493.0
2015-09-13 00:00:00+00:00,558412.0
2015-09-14 00:00:00+00:00,660231.0
2015-09-15 00:00:00+00:00,677330.0
2015-09-16 00:00:00+00:00,687664.0
2015-09-17 00:00:00+00:00,671040.0
2015-09-18 00:00:00+00:00,663102.0
2015-09-19 00:00:00+00:00,595312.0
2015-09-20 00:00:00+00:00,550826.0
2015-09-21 00:00:00+00:00,668285.0
2015-09-22 00:00:00+00:00,685588.0
2015-09-23 00:00:00+00:00,680792.0
2015-09-24 00:00:00+00:00,672688.0
2015-09-25 00:00:00+00:00,670965.0
